Id,F1Score
0,1.0
1,0.0
2,0.0
3,1.0
4,0.6666666666666666
5,0.0
6,1.5
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.5
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,1.3333333333333333
20,0.0
21,0.6666666666666666
22,0.0
23,1.5
24,0.0
25,1.0
26,0.75
27,0.6666666666666666
28,1.0
29,1.0
30,1.0
31,1.3333333333333333
32,1.0
33,0.6666666666666666
34,0.0
35,1.2
36,1.0
37,0.6666666666666666
38,0.0
39,1.3333333333333333
40,0.0
41,0.0
42,0.6666666666666666
43,0.0
44,0.0
45,0.0
46,0.0
47,1.75
48,0.0
49,0.0
50,0.0
51,0.6666666666666666
52,1.0
53,0.8
54,0.0
55,0.0
56,0.6666666666666666
57,1.3333333333333335
58,1.0
59,1.3333333333333333
60,1.5
61,0.0
62,0.0
63,1.0
64,0.0
65,1.0
66,1.3333333333333333
67,0.0
68,0.6666666666666666
69,1.0
70,0.4
71,0.6666666666666666
72,0.0
73,0.0
74,1.0
75,1.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,1.0
83,1.0
84,0.5714285714285714
85,0.0
86,1.0
87,0.4
88,0.0
89,0.0
90,0.0
91,0.0
92,1.7142857142857142
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,1.142857142857143
102,0.0
103,1.0
104,0.0
105,0.8
106,0.0
107,0.0
108,1.2
109,0.0
110,0.0
111,0.0
112,1.0
113,1.0
114,0.8
115,0.0
116,0.0
117,0.33333333333333337
118,0.0
119,1.0
120,1.0
121,0.5
122,1.3333333333333333
123,0.0
124,0.0
125,0.0
126,0.6666666666666666
127,0.75
128,0.6666666666666666
129,0.0
130,0.6666666666666666
131,0.0
132,0.5
133,0.6666666666666667
134,1.3333333333333335
135,0.0
136,0.0
137,0.0
138,1.3333333333333333
139,1.0
140,0.6666666666666666
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.6666666666666666
148,0.0
149,0.0
150,1.5
151,0.5
152,0.0
153,0.0
154,1.6666666666666667
155,0.0
156,0.0
157,0.0
158,1.0
159,0.0
160,0.6666666666666666
161,0.9999999999999999
162,1.0
163,0.0
164,0.0
165,0.0
166,0.6666666666666666
167,1.0
168,0.0
169,1.5
170,0.6666666666666666
171,0.0
172,1.0
173,0.0
174,0.0
175,0.0
176,1.0
177,0.0
178,0.0
179,1.0
180,1.0
181,0.0
182,0.0
183,1.3333333333333333
184,1.0
185,0.8571428571428571
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,1.0
192,1.0
193,0.0
194,0.0
195,1.0
196,0.0
197,0.0
198,0.5
199,1.3333333333333333
200,0.0
201,0.0
202,1.0
203,0.0
204,0.75
205,0.0
206,0.2857142857142857
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.6666666666666666
215,0.0
216,0.0
217,0.2222222222222222
218,0.0
219,0.5
220,0.0
221,0.5
222,0.4
223,0.0
224,1.0
225,1.0
226,1.0
227,0.0
228,1.0
229,0.33333333333333337
230,0.0
231,0.0
232,0.5
233,0.4
234,0.0
235,1.0
236,0.6666666666666666
237,0.0
238,0.0
239,0.0
240,1.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.6666666666666666
246,0.6666666666666666
247,0.0
248,1.0
249,0.0
250,0.0
251,1.0
252,0.0
253,0.0
254,1.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.4444444444444444
261,0.5714285714285714
262,1.0
263,0.5
264,0.0
265,1.3333333333333333
266,1.0
267,1.0
268,0.5
269,0.0
270,0.0
271,0.18181818181818182
272,0.0
273,0.0
274,1.0909090909090908
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.4
281,0.0
282,0.0
283,1.0
284,0.0
285,0.0
286,0.9090909090909091
287,0.0
288,0.0
289,0.0
290,0.4
291,0.0
292,1.0
293,1.0
294,0.0
295,0.0
296,0.0
297,0.0
298,1.0
299,0.33333333333333337
300,0.0
301,1.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.6666666666666666
312,0.0
313,0.0
314,0.0
315,0.5
316,0.0
317,0.0
318,0.2857142857142857
319,0.0
320,1.0
321,1.0
322,1.0
323,0.0
324,0.0
325,0.0
326,0.8571428571428571
327,1.0
328,0.0
329,0.0
330,0.2807017543859649
331,0.0
332,0.0
333,0.33333333333333337
334,0.0
335,0.6666666666666666
336,0.0
337,0.0
338,1.0
339,0.0
340,1.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,1.0
350,0.0
351,0.0
352,1.0
